N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Irrigation_Type,Fertilizer_Used,Previous_Crop,Recommended_Crop
35,22,86,6.91,33.14,Silt,0.8,1.81,19.88,45.09,733.74,6.01,17.99,South,2397,Kharif,Drip,191.01,Vegetables,Wheat
65,52,20,5.96,20.03,Sandy,0.72,0.6,19.6,64.26,2625.17,5.46,16.84,Central,1195,Rabi,Canal,146.77,Vegetables,Wheat
126,38,102,5.19,22.59,Clay,1.16,1.84,31.79,74.27,339.94,6.11,12.08,West,1292,Zaid,Canal,118.18,Rice,Millet
107,81,77,6.87,43.02,Silt,1.05,1.55,26.67,73.2,1283.84,8.41,3.15,Central,722,Rabi,Sprinkler,318.61,Maize,Sugarcane
148,60,45,7.61,15.85,Silt,1.03,0.18,31.88,47.27,2332.23,11.0,7.41,Central,537,Rabi,Sprinkler,57.12,Rice,Rice
158,51,88,5.75,19.39,Sandy,1.36,1.03,27.72,51.32,2297.63,5.06,6.34,West,1268,Kharif,Sprinkler,110.22,Cotton,Rice
138,40,68,4.6,36.4,Loamy,1.49,0.65,26.37,85.04,605.38,5.15,5.76,South,669,Zaid,Drip,114.79,Rice,Millet
104,72,76,5.36,12.19,Sandy,0.94,1.23,19.62,80.93,750.83,7.43,19.49,South,1659,Zaid,Canal,138.99,Rice,Maize
23,35,65,7.23,16.35,Clay,0.65,0.8,21.86,45.42,1729.72,5.0,3.84,South,1253,Kharif,Drip,257.07,Pulses,Rice
90,27,60,8.46,53.17,Loamy,1.21,2.52,36.62,65.22,2115.91,11.83,9.92,Central,817,Rabi,Drip,337.87,Wheat,Rice
130,66,38,4.55,52.31,Sandy,0.38,2.12,27.28,36.44,2306.39,11.03,18.6,West,879,Zaid,Drip,244.31,Cotton,Rice
69,16,94,5.72,27.39,Clay,0.87,2.25,25.73,69.23,1937.54,4.52,2.15,South,522,Zaid,Rainfed,326.35,Maize,Rice
159,57,11,4.75,27.4,Clay,0.88,1.15,11.59,67.28,2392.73,11.25,15.17,East,1789,Zaid,Drip,251.49,Rice,Sugarcane
114,89,15,5.77,56.83,Loamy,1.48,0.11,30.13,45.84,1431.66,6.28,12.58,Central,2006,Kharif,Drip,229.06,Rice,Sugarcane
111,69,40,6.12,11.29,Sandy,1.49,0.74,30.58,55.31,1769.7,6.58,7.84,North,272,Zaid,Rainfed,186.24,Rice,Rice
84,42,63,8.18,39.01,Sandy,1.24,2.29,30.72,76.94,1413.05,6.71,18.83,South,82,Kharif,Canal,259.61,Maize,Millet
66,12,97,4.82,39.87,Clay,0.81,1.85,12.74,45.33,2330.65,4.56,7.37,Central,198,Zaid,Drip,214.58,Cotton,Tomato
125,13,49,7.61,49.39,Silt,0.91,1.66,19.01,76.1,689.47,10.23,4.58,West,1260,Zaid,Sprinkler,172.06,Vegetables,Wheat
149,13,26,6.08,57.59,Silt,0.62,0.91,21.14,48.98,906.74,5.46,14.77,West,2115,Zaid,Canal,282.07,Wheat,Tomato
125,51,14,7.75,27.79,Loamy,1.28,0.32,34.79,80.37,2543.13,5.66,7.32,North,71,Rabi,Canal,101.18,Cotton,Rice
43,18,11,6.55,31.89,Sandy,1.17,2.38,39.42,31.83,2200.3,10.15,6.45,South,1547,Rabi,Drip,175.75,Pulses,Rice
23,60,67,4.66,43.56,Silt,1.2,0.21,22.44,45.49,2258.48,4.48,18.69,North,2363,Zaid,Rainfed,254.93,Wheat,Rice
127,26,21,8.28,58.36,Loamy,0.38,0.27,26.63,40.66,477.55,6.69,6.85,West,648,Rabi,Canal,293.65,Rice,Millet
38,26,14,4.83,54.54,Clay,0.72,0.96,10.22,83.43,1556.34,8.49,11.91,South,776,Kharif,Drip,283.54,Wheat,Maize
59,29,115,6.89,43.35,Silt,0.9,1.76,10.26,55.71,1780.15,4.93,13.44,East,1715,Kharif,Canal,269.1,Pulses,Wheat
69,23,69,8.01,52.84,Sandy,0.36,2.98,12.24,62.74,2383.78,7.4,10.22,East,1868,Zaid,Rainfed,216.96,Vegetables,Wheat
94,31,50,4.82,14.26,Clay,0.68,0.36,31.58,44.52,1382.25,6.83,6.91,East,173,Rabi,Canal,182.68,Cotton,Potato
31,61,29,6.72,28.86,Sandy,0.31,1.47,15.34,37.7,1713.99,6.57,11.3,North,1344,Rabi,Rainfed,323.39,Vegetables,Wheat
46,36,81,7.8,10.65,Clay,1.45,1.85,32.74,65.89,867.33,6.16,8.59,South,802,Zaid,Sprinkler,203.51,Wheat,Pulses
132,52,10,8.45,18.87,Sandy,1.18,2.49,22.96,47.0,2529.94,6.71,1.67,East,1385,Rabi,Drip,310.56,Maize,Rice
68,12,65,7.4,41.52,Loamy,1.01,2.1,35.5,85.73,2758.89,7.14,6.87,North,1559,Kharif,Canal,115.01,Wheat,Rice
149,17,79,5.61,54.28,Sandy,0.47,2.44,36.11,58.58,1499.65,5.03,12.14,South,548,Rabi,Rainfed,136.35,Vegetables,Sugarcane
79,19,65,7.3,41.64,Sandy,0.63,1.62,36.39,38.29,1424.3,5.66,1.24,West,410,Zaid,Canal,230.79,Maize,Barley
49,38,63,7.32,43.21,Clay,0.39,1.36,26.31,31.43,1119.14,11.28,13.35,East,319,Zaid,Sprinkler,241.36,Rice,Wheat
103,49,20,7.3,15.19,Sandy,0.9,1.89,33.66,43.94,947.11,11.56,1.59,East,161,Kharif,Canal,190.77,Maize,Tomato
47,74,12,7.92,43.24,Sandy,1.27,2.71,29.86,49.2,1749.46,11.94,11.69,North,967,Rabi,Canal,245.33,Pulses,Rice
44,30,104,4.85,32.72,Sandy,0.22,1.7,15.6,42.42,672.55,7.83,2.16,North,1249,Rabi,Canal,51.94,Wheat,Cotton
115,33,37,4.93,42.57,Clay,0.33,1.86,21.45,51.94,1850.09,5.08,17.11,East,1983,Zaid,Rainfed,129.4,Maize,Rice
144,82,116,7.06,26.31,Silt,0.5,1.08,38.87,82.74,1771.69,9.47,18.3,West,16,Zaid,Canal,215.53,Rice,Rice
29,69,14,8.32,39.07,Silt,1.13,1.83,33.18,32.88,2143.38,11.49,12.67,North,598,Zaid,Drip,223.91,Wheat,Rice
61,35,99,6.36,31.2,Silt,1.36,1.92,17.89,78.07,832.08,4.25,3.4,North,967,Rabi,Canal,129.35,Wheat,Wheat
59,18,25,8.34,37.93,Sandy,1.18,2.28,18.43,55.55,2165.49,4.18,18.17,East,2475,Rabi,Drip,347.78,Rice,Wheat
96,29,40,8.25,17.35,Loamy,0.88,1.76,17.63,84.39,247.39,8.9,14.84,North,11,Rabi,Sprinkler,70.22,Pulses,Wheat
124,65,37,8.11,29.79,Loamy,0.34,0.67,19.86,70.02,1696.4,4.32,17.7,East,882,Kharif,Canal,195.75,Wheat,Wheat
137,45,16,8.14,28.71,Clay,1.18,1.79,37.85,39.9,2563.4,7.13,9.81,East,1385,Kharif,Drip,172.96,Wheat,Rice
61,45,111,8.09,46.82,Silt,0.34,0.96,23.01,87.57,2237.85,7.02,9.01,South,1899,Kharif,Sprinkler,260.38,Cotton,Rice
66,82,18,7.78,45.32,Sandy,0.65,0.35,20.93,39.28,2582.33,4.79,12.26,North,2069,Kharif,Sprinkler,139.66,Maize,Rice
41,31,48,7.28,55.44,Clay,0.6,2.49,17.18,50.18,615.37,9.97,9.66,East,208,Zaid,Canal,139.64,Rice,Wheat
126,10,108,4.6,41.6,Sandy,0.67,0.29,36.77,88.73,2212.9,4.87,4.24,North,1475,Zaid,Canal,109.07,Vegetables,Rice
46,78,52,5.03,25.73,Clay,0.63,1.93,38.72,42.71,1513.41,6.19,16.68,Central,480,Rabi,Canal,184.08,Vegetables,Rice
60,82,36,5.04,49.16,Silt,1.2,2.97,19.71,67.87,1104.87,9.82,4.62,Central,600,Zaid,Rainfed,296.19,Vegetables,Potato
99,46,85,4.59,34.85,Sandy,0.42,0.35,28.5,88.65,1196.14,8.95,15.18,Central,567,Zaid,Drip,254.87,Maize,Barley
108,81,98,4.97,19.67,Silt,1.3,0.74,38.75,71.34,485.44,7.78,17.93,South,2446,Kharif,Drip,192.41,Rice,Millet
85,22,116,8.18,47.37,Silt,1.32,2.31,24.98,69.77,2151.47,4.39,11.05,South,2408,Zaid,Sprinkler,333.7,Vegetables,Rice
31,52,102,7.16,16.63,Sandy,0.84,0.38,24.06,67.29,1969.31,10.1,5.81,Central,1362,Rabi,Drip,317.46,Wheat,Rice
92,46,104,5.75,18.91,Silt,0.34,2.51,25.83,63.33,627.34,10.6,1.41,West,847,Zaid,Drip,219.13,Rice,Millet
95,83,107,7.67,47.94,Clay,0.95,0.1,11.0,86.95,1723.82,4.82,13.44,North,2376,Rabi,Rainfed,292.01,Maize,Wheat
109,34,42,6.45,48.51,Clay,1.27,2.68,19.0,62.63,563.08,11.89,11.51,South,416,Zaid,Rainfed,77.75,Maize,Wheat
29,30,100,5.07,49.54,Clay,0.58,0.29,30.97,69.8,1077.37,6.78,14.13,East,482,Kharif,Rainfed,325.01,Pulses,Barley
115,50,65,8.04,24.67,Silt,1.29,2.77,39.0,74.33,323.54,7.39,19.08,North,47,Zaid,Drip,320.79,Maize,Millet
39,82,11,5.85,53.33,Sandy,1.08,2.61,27.06,61.66,1939.0,7.32,9.58,East,455,Kharif,Drip,176.92,Vegetables,Rice
58,51,23,7.3,46.13,Silt,1.48,1.66,15.71,83.26,234.82,9.06,13.78,West,2155,Kharif,Sprinkler,336.9,Pulses,Wheat
79,51,22,5.66,51.7,Silt,1.27,2.36,22.8,31.37,930.06,8.59,3.71,South,1015,Zaid,Sprinkler,96.04,Cotton,Tomato
85,11,33,6.5,45.43,Clay,0.46,0.32,24.7,53.72,946.75,8.49,3.65,East,613,Rabi,Sprinkler,130.2,Rice,Potato
84,77,78,7.77,38.98,Sandy,0.78,0.49,14.57,67.0,2295.4,10.25,10.37,Central,2472,Kharif,Drip,270.52,Pulses,Wheat
143,17,43,5.13,15.47,Loamy,0.33,1.17,19.88,31.14,1461.76,11.42,12.15,South,813,Zaid,Canal,318.22,Wheat,Sugarcane
149,70,96,8.41,45.55,Loamy,0.29,1.66,23.35,86.21,1805.0,10.57,19.71,East,1551,Zaid,Rainfed,112.52,Cotton,Rice
76,23,28,4.78,44.52,Sandy,1.12,2.62,17.86,79.58,897.46,9.77,11.81,South,1330,Kharif,Rainfed,332.93,Maize,Sugarcane
97,86,39,6.64,25.62,Sandy,1.39,1.67,20.62,43.14,1733.36,4.4,18.43,East,134,Zaid,Canal,269.23,Cotton,Rice
48,30,58,8.16,46.79,Clay,1.47,2.03,18.29,49.91,617.77,5.99,15.96,Central,1870,Zaid,Rainfed,330.72,Maize,Wheat
34,33,52,8.28,37.52,Sandy,0.55,2.07,28.38,70.63,2978.61,4.84,18.09,Central,376,Rabi,Sprinkler,164.66,Maize,Rice
31,59,25,5.43,37.97,Sandy,0.46,2.64,27.36,50.46,1647.53,10.84,17.29,East,1444,Zaid,Rainfed,290.04,Vegetables,Rice
120,54,61,5.08,28.38,Silt,0.93,2.35,26.55,81.41,2662.26,9.22,11.3,East,1198,Rabi,Drip,190.93,Rice,Rice
103,73,113,7.4,15.84,Silt,0.46,2.93,12.9,44.91,495.94,4.27,1.0,South,2039,Zaid,Canal,333.39,Rice,Wheat
144,73,107,4.67,20.85,Loamy,0.58,0.16,15.51,79.1,1853.18,9.79,9.65,East,923,Rabi,Rainfed,96.2,Vegetables,Sugarcane
122,35,58,6.44,48.44,Clay,1.29,0.7,13.32,57.88,2078.94,6.7,5.17,Central,2429,Rabi,Sprinkler,335.26,Pulses,Wheat
43,41,20,7.69,23.57,Clay,1.25,2.8,11.9,57.2,2409.07,8.35,14.57,East,1070,Rabi,Drip,172.61,Maize,Wheat
157,66,87,6.74,10.11,Sandy,1.36,2.4,17.4,40.11,1560.57,8.64,4.76,South,719,Zaid,Canal,339.54,Rice,Wheat
129,62,56,5.25,59.85,Clay,0.83,0.88,15.84,89.0,301.03,5.3,9.99,South,851,Zaid,Canal,58.49,Wheat,Potato
97,42,88,6.45,20.53,Loamy,0.93,2.93,31.75,50.69,931.33,7.19,1.47,East,1155,Zaid,Rainfed,297.02,Rice,Cotton
120,61,44,8.19,42.77,Silt,1.2,2.62,30.88,42.28,985.71,7.41,2.72,West,635,Kharif,Drip,240.95,Rice,Sugarcane
147,27,80,6.97,56.35,Loamy,0.51,0.29,16.04,31.95,1091.62,8.92,8.46,North,144,Rabi,Rainfed,320.55,Vegetables,Wheat
77,44,38,7.39,39.99,Loamy,1.27,2.45,14.97,59.61,458.17,11.12,14.87,Central,1377,Rabi,Canal,87.56,Maize,Wheat
95,21,117,5.85,49.95,Sandy,0.22,2.38,14.35,31.94,201.77,8.92,13.8,South,2057,Kharif,Sprinkler,265.22,Maize,Cotton
55,60,63,5.25,58.82,Silt,1.24,0.74,19.6,57.32,1655.13,9.47,9.13,South,413,Kharif,Canal,332.14,Rice,Tomato
41,19,95,5.52,53.02,Sandy,1.21,2.04,18.83,84.16,2262.99,9.32,4.62,West,991,Rabi,Canal,325.75,Wheat,Potato
146,61,32,6.63,37.9,Loamy,0.59,2.91,10.86,59.88,844.29,4.68,6.81,West,2226,Kharif,Drip,109.42,Vegetables,Wheat
99,43,33,5.62,28.19,Loamy,1.15,2.06,27.04,32.6,2142.65,6.4,10.39,South,712,Kharif,Drip,203.08,Wheat,Rice
119,76,108,6.67,34.12,Clay,0.48,2.46,36.94,45.86,2247.14,7.21,19.02,East,115,Kharif,Drip,318.62,Rice,Rice
115,48,19,7.33,52.09,Clay,0.95,0.39,26.17,32.92,1351.47,7.56,13.16,East,1605,Rabi,Sprinkler,298.43,Maize,Sugarcane
37,17,70,7.44,52.67,Clay,1.11,2.21,11.91,82.92,1670.13,10.74,3.42,Central,1683,Zaid,Drip,249.33,Maize,Wheat
57,38,17,5.16,52.29,Clay,1.13,0.69,27.99,44.41,1079.19,8.2,16.28,North,278,Kharif,Drip,178.12,Vegetables,Barley
128,31,57,7.5,39.86,Loamy,1.48,0.31,24.55,33.9,1250.63,10.52,14.7,West,314,Rabi,Drip,252.16,Maize,Sugarcane
142,79,85,7.19,33.85,Clay,0.44,1.7,37.21,87.87,1849.5,11.25,17.88,South,67,Kharif,Rainfed,152.82,Pulses,Rice
123,70,102,4.55,25.57,Silt,0.83,2.28,20.9,59.23,1213.37,9.57,12.61,Central,138,Rabi,Sprinkler,256.86,Wheat,Sugarcane
159,52,38,4.74,10.17,Loamy,1.34,1.69,32.56,54.34,1603.05,4.91,6.89,Central,1363,Kharif,Drip,273.1,Cotton,Rice
100,58,96,7.08,48.22,Loamy,0.93,2.8,11.15,85.62,2282.54,5.61,17.1,North,1751,Zaid,Drip,52.49,Maize,Wheat
106,38,35,6.03,23.85,Silt,1.34,2.12,31.64,61.85,2900.89,10.62,11.97,West,1217,Rabi,Rainfed,264.72,Pulses,Rice
80,40,46,5.08,26.48,Sandy,0.76,0.44,11.25,46.89,2694.96,8.51,14.35,East,1866,Zaid,Canal,113.76,Vegetables,Cotton
65,62,105,4.68,52.17,Clay,1.23,2.81,20.34,77.52,2760.6,8.13,9.93,East,1511,Zaid,Canal,161.88,Maize,Rice
51,43,61,5.14,12.61,Loamy,1.33,0.54,38.44,46.31,2751.41,11.75,16.29,West,1190,Rabi,Canal,180.02,Rice,Rice
34,47,47,8.33,56.38,Silt,1.3,2.3,31.1,56.57,876.29,6.94,12.89,Central,12,Rabi,Canal,346.03,Maize,Wheat
63,66,15,7.41,10.07,Sandy,1.33,0.53,37.75,78.19,2849.95,4.33,17.92,Central,780,Kharif,Sprinkler,51.31,Pulses,Rice
73,13,17,6.61,56.96,Sandy,0.49,3.0,24.88,85.89,822.62,6.04,7.65,Central,511,Kharif,Drip,282.35,Cotton,Barley
63,11,26,8.27,32.74,Silt,0.77,1.06,28.19,66.35,2619.8,6.28,17.1,South,260,Kharif,Drip,309.58,Wheat,Rice
117,21,85,6.98,15.11,Loamy,0.43,1.54,25.53,60.29,1827.04,8.1,15.98,East,1189,Rabi,Rainfed,122.64,Rice,Rice
24,44,71,7.4,43.71,Loamy,0.43,1.45,24.37,34.57,2548.34,4.06,8.03,South,2287,Rabi,Canal,125.46,Rice,Rice
128,79,95,5.63,54.79,Clay,0.83,0.4,27.35,67.02,2950.23,11.91,17.64,North,1339,Rabi,Drip,305.19,Rice,Rice
46,81,87,6.86,31.9,Clay,1.45,1.53,11.17,49.6,2651.97,4.5,12.27,East,1115,Zaid,Sprinkler,243.17,Cotton,Wheat
135,30,43,5.07,44.57,Silt,0.97,0.53,15.57,60.87,2486.21,5.86,8.07,West,1224,Rabi,Rainfed,317.83,Rice,Sugarcane
106,70,28,6.12,58.97,Silt,1.31,2.43,16.44,74.68,778.21,9.38,6.24,Central,2198,Zaid,Sprinkler,203.33,Wheat,Wheat
123,44,79,4.63,22.04,Loamy,1.42,2.88,21.49,68.41,2607.74,11.82,2.67,North,1529,Kharif,Drip,118.86,Vegetables,Rice
142,57,91,5.37,51.02,Loamy,0.31,2.44,23.04,35.82,664.12,8.09,2.76,West,560,Zaid,Drip,313.25,Wheat,Tomato
98,24,109,4.8,24.76,Silt,0.41,1.35,32.19,53.83,1635.61,6.73,15.9,South,970,Kharif,Sprinkler,178.91,Vegetables,Rice
62,80,46,6.05,31.32,Silt,0.58,0.11,14.97,41.97,1606.57,5.3,8.32,South,2358,Kharif,Canal,135.08,Maize,Wheat
116,24,47,7.87,24.09,Sandy,1.0,0.21,27.1,39.07,1652.48,11.23,10.94,Central,91,Rabi,Sprinkler,115.21,Vegetables,Rice
50,15,24,6.01,32.3,Sandy,0.28,1.54,18.17,43.22,2224.81,4.4,16.86,West,1518,Zaid,Sprinkler,306.98,Wheat,Wheat
118,77,111,7.83,10.25,Sandy,1.22,2.07,25.47,85.24,1308.89,4.56,13.44,East,78,Kharif,Drip,244.95,Cotton,Sugarcane
36,31,49,7.13,25.17,Sandy,0.28,2.48,28.8,72.75,1478.61,4.51,18.9,Central,84,Rabi,Drip,266.04,Rice,Barley
102,41,18,6.54,32.26,Sandy,0.41,1.84,27.47,84.49,2045.26,7.73,10.94,East,2233,Zaid,Canal,226.14,Cotton,Rice
129,31,62,5.45,41.61,Silt,0.7,2.94,16.46,60.39,2110.64,11.45,3.11,North,423,Rabi,Sprinkler,342.62,Maize,Sugarcane
51,36,79,8.19,41.87,Clay,0.93,1.53,31.28,30.07,1425.09,8.45,7.6,Central,1230,Zaid,Canal,65.3,Pulses,Cotton
54,24,75,4.72,39.19,Silt,1.35,1.84,29.61,32.07,346.0,6.84,3.62,West,1335,Kharif,Drip,226.95,Rice,Millet
152,53,89,7.26,24.65,Sandy,1.45,0.77,37.96,38.68,925.44,5.91,15.2,East,1913,Rabi,Sprinkler,316.34,Pulses,Barley
48,18,61,6.98,57.37,Silt,1.35,1.09,29.02,76.84,2843.24,8.12,9.86,Central,2310,Kharif,Canal,79.78,Cotton,Rice
89,43,10,6.26,29.6,Loamy,0.34,2.08,31.61,42.1,2796.75,7.53,2.09,East,854,Kharif,Sprinkler,264.91,Vegetables,Rice
114,82,39,5.46,20.84,Silt,1.02,1.84,34.33,36.1,2019.02,4.75,1.31,North,1959,Zaid,Drip,111.82,Rice,Rice
41,24,106,6.22,37.73,Silt,0.77,1.17,13.18,81.66,718.66,4.05,2.05,North,567,Kharif,Sprinkler,337.6,Pulses,Wheat
88,71,10,7.99,47.45,Clay,0.36,0.42,30.89,43.71,467.98,8.76,13.77,North,992,Zaid,Canal,225.01,Cotton,Millet
108,54,48,7.85,10.61,Sandy,0.92,1.09,19.56,60.15,2858.67,10.87,4.82,West,332,Kharif,Drip,176.79,Pulses,Wheat
91,81,25,8.27,23.82,Sandy,0.66,0.23,34.69,50.37,2644.87,8.87,15.78,North,1920,Rabi,Sprinkler,76.38,Wheat,Rice
148,67,26,5.73,51.25,Silt,0.65,1.78,24.41,83.79,1314.2,6.61,10.75,North,1936,Rabi,Rainfed,313.46,Rice,Sugarcane
106,28,111,6.05,35.35,Silt,0.32,1.04,27.42,72.29,1962.89,5.23,12.03,Central,1301,Kharif,Canal,148.08,Rice,Rice
115,25,91,4.57,30.42,Sandy,1.47,1.2,17.81,57.24,2759.63,9.91,4.22,South,1406,Rabi,Rainfed,228.16,Cotton,Sugarcane
94,84,31,8.27,56.55,Loamy,1.14,1.77,29.52,81.78,586.83,9.62,17.68,Central,629,Zaid,Drip,253.41,Wheat,Millet
73,17,95,5.82,14.48,Sandy,0.56,1.79,11.07,73.6,1981.54,10.78,9.96,West,278,Zaid,Drip,231.95,Wheat,Sugarcane
107,42,108,6.12,40.78,Loamy,1.39,1.81,32.46,78.53,2774.56,11.86,8.83,West,2266,Kharif,Canal,105.4,Cotton,Rice
73,83,40,8.13,27.11,Silt,1.43,1.53,14.9,88.65,2542.27,4.9,16.11,North,1044,Zaid,Canal,78.77,Vegetables,Wheat
35,27,49,6.61,13.54,Silt,1.25,1.52,16.83,42.19,1003.96,6.12,1.62,West,380,Rabi,Sprinkler,146.18,Vegetables,Wheat
118,44,36,6.76,20.69,Loamy,1.06,2.48,10.03,42.15,2865.73,6.75,10.84,East,2130,Zaid,Rainfed,85.18,Wheat,Wheat
39,52,45,5.2,41.4,Sandy,0.69,1.46,19.4,63.39,768.86,8.3,14.68,East,49,Rabi,Sprinkler,254.95,Pulses,Wheat
65,59,13,6.49,11.41,Silt,0.76,1.65,21.65,61.96,784.01,4.43,16.11,East,2043,Kharif,Rainfed,229.8,Cotton,Maize
146,12,78,8.17,39.61,Sandy,0.79,2.97,17.02,82.15,470.5,6.21,3.96,Central,1890,Kharif,Canal,348.29,Maize,Wheat
77,68,34,6.73,57.84,Silt,1.43,0.63,16.91,39.35,530.73,10.35,8.42,South,613,Rabi,Canal,113.24,Pulses,Wheat
130,37,104,5.52,49.75,Clay,1.19,2.21,36.79,55.5,2332.63,4.39,7.1,South,502,Rabi,Canal,264.6,Cotton,Rice
148,55,87,4.62,27.28,Clay,0.58,1.47,19.79,61.67,972.42,10.54,19.85,South,1306,Rabi,Drip,204.24,Cotton,Wheat
100,73,39,5.85,16.91,Clay,1.01,2.51,31.67,57.85,2633.56,5.48,14.97,Central,628,Zaid,Rainfed,134.89,Pulses,Rice
103,79,56,6.79,33.25,Loamy,0.97,1.27,17.12,34.03,2601.29,6.44,9.08,Central,1698,Kharif,Drip,193.63,Wheat,Wheat
89,56,21,4.67,29.65,Sandy,1.26,0.98,34.27,38.87,526.15,9.74,5.08,East,2014,Rabi,Canal,318.03,Pulses,Millet
27,23,36,6.94,58.59,Clay,0.32,0.7,30.33,39.21,1690.58,10.12,4.3,North,672,Rabi,Drip,166.93,Vegetables,Rice
48,16,54,6.59,59.49,Loamy,1.11,2.63,32.69,65.76,2270.49,5.69,19.9,Central,1048,Rabi,Sprinkler,163.52,Rice,Rice
131,83,97,7.63,30.53,Clay,0.63,2.18,23.19,55.73,2111.4,7.24,12.08,West,2486,Zaid,Sprinkler,298.89,Maize,Rice
150,88,72,4.62,17.44,Silt,0.37,0.32,36.39,40.69,490.28,5.94,14.76,North,1619,Rabi,Rainfed,157.24,Vegetables,Millet
127,40,64,7.62,55.53,Clay,1.15,2.17,21.22,74.2,1100.88,8.11,3.99,West,1407,Kharif,Canal,146.73,Pulses,Sugarcane
128,60,39,6.58,49.68,Sandy,0.63,0.2,28.03,78.18,1913.53,9.22,15.22,West,1740,Kharif,Sprinkler,122.65,Maize,Rice
39,38,91,5.98,35.56,Sandy,1.15,0.63,29.2,42.61,1836.14,6.16,5.55,West,854,Kharif,Canal,256.4,Pulses,Rice
92,24,23,8.36,28.27,Loamy,0.41,1.82,38.57,73.37,2479.27,7.7,15.48,South,1595,Zaid,Rainfed,313.13,Vegetables,Rice
23,85,65,5.14,32.41,Sandy,1.48,1.44,14.04,33.82,357.02,8.29,18.37,North,510,Kharif,Rainfed,281.11,Rice,Cotton
38,34,28,6.67,55.09,Clay,1.24,2.54,14.07,81.36,1545.0,7.35,8.37,Central,2196,Rabi,Drip,241.63,Wheat,Wheat
121,70,95,5.78,19.23,Silt,0.58,1.86,23.86,87.76,2577.06,8.11,18.16,South,805,Rabi,Canal,144.9,Cotton,Rice
105,50,35,6.61,50.34,Silt,1.16,2.9,37.54,39.35,2982.24,5.15,9.82,Central,311,Rabi,Sprinkler,124.81,Pulses,Rice
71,78,80,6.71,10.91,Loamy,0.38,2.58,10.65,77.17,559.79,4.32,16.37,Central,194,Kharif,Rainfed,203.21,Cotton,Wheat
130,13,101,4.86,56.03,Silt,1.05,1.09,18.29,35.84,2008.54,4.51,9.63,North,341,Zaid,Canal,79.74,Wheat,Sugarcane
128,66,47,7.14,35.01,Loamy,0.28,2.52,18.51,87.68,203.73,11.78,3.73,South,1973,Kharif,Sprinkler,179.86,Maize,Wheat
105,40,78,7.04,21.34,Loamy,0.63,2.62,19.15,57.12,1178.68,4.59,13.7,East,1801,Rabi,Drip,234.05,Cotton,Wheat
62,12,45,7.58,10.14,Loamy,1.47,2.91,10.74,62.12,1445.3,7.09,7.19,West,305,Rabi,Rainfed,302.79,Wheat,Wheat
61,76,27,4.86,37.98,Sandy,0.36,0.14,34.77,75.83,1168.42,10.33,2.44,East,1680,Kharif,Rainfed,161.08,Pulses,Tomato
109,59,66,5.69,22.22,Clay,0.98,2.64,10.27,44.93,1948.63,10.8,13.38,West,1838,Rabi,Canal,114.08,Vegetables,Sugarcane
134,26,87,7.1,41.56,Sandy,0.29,0.3,24.33,53.93,243.06,6.15,12.0,West,928,Kharif,Canal,209.9,Vegetables,Cotton
45,69,32,5.05,24.06,Silt,1.07,1.63,11.69,34.2,2743.12,9.12,18.67,East,750,Zaid,Rainfed,191.55,Pulses,Rice
62,83,23,7.21,14.4,Sandy,0.56,1.3,33.96,66.88,1091.87,9.79,2.66,Central,1593,Zaid,Sprinkler,153.43,Vegetables,Tomato
96,75,105,4.74,35.25,Loamy,0.6,2.77,32.4,77.96,621.01,11.33,9.18,South,385,Kharif,Rainfed,95.72,Wheat,Millet
156,84,78,5.84,38.22,Sandy,0.64,1.27,31.65,81.11,1412.94,11.11,5.4,West,823,Rabi,Canal,275.17,Pulses,Sugarcane
39,33,31,7.89,32.63,Sandy,0.47,1.83,32.09,62.18,1639.16,7.48,10.2,South,901,Kharif,Drip,133.33,Rice,Rice
58,41,37,7.6,32.9,Silt,1.42,2.11,38.21,75.95,345.65,8.33,17.01,North,1381,Kharif,Canal,207.35,Pulses,Millet
31,28,52,7.08,39.48,Clay,1.38,0.16,22.5,38.99,2437.42,10.41,18.89,South,383,Kharif,Canal,105.27,Pulses,Rice
30,75,85,7.98,36.32,Loamy,1.33,1.81,35.85,74.6,2264.84,8.79,8.23,North,1272,Rabi,Drip,340.23,Rice,Rice
61,69,27,7.34,16.63,Sandy,0.34,1.6,15.53,30.27,1633.03,6.85,12.76,West,1122,Kharif,Sprinkler,293.31,Vegetables,Wheat
30,75,109,6.58,19.85,Silt,0.5,1.82,23.54,41.69,720.7,11.6,5.48,Central,2110,Rabi,Drip,271.8,Pulses,Barley
57,24,104,8.42,17.09,Silt,1.0,0.32,10.27,68.08,2794.43,11.98,15.48,Central,1064,Rabi,Canal,182.59,Vegetables,Wheat
117,44,86,7.28,44.66,Loamy,1.46,0.26,18.52,49.23,2423.69,11.46,18.22,Central,581,Rabi,Rainfed,319.79,Rice,Wheat
38,78,93,6.91,36.43,Silt,0.99,0.61,23.74,54.64,854.4,6.77,10.05,North,830,Rabi,Rainfed,53.6,Wheat,Barley
153,36,118,6.14,31.49,Clay,0.63,2.62,37.28,79.56,2260.76,5.94,17.57,South,1377,Zaid,Drip,232.16,Maize,Rice
